w0,w1,n,mle
door,now,1,1.0067755997865636e-05
door,of,9,9.060980398079073e-05
door,opened,1,1.0067755997865636e-05
door,that,2,2.0135511995731273e-05
door,the,1,1.0067755997865636e-05
door,to,1,1.0067755997865636e-05
door,was,4,4.0271023991462545e-05
door,went,1,1.0067755997865636e-05
doors,</s>,1,1.0067755997865636e-05
doors,and,1,1.0067755997865636e-05
doors,of,2,2.0135511995731273e-05
doors,onto,1,1.0067755997865636e-05
doorway,</s>,1,1.0067755997865636e-05
doorway,and,1,1.0067755997865636e-05
doorway,that,1,1.0067755997865636e-05
doorways,watching,1,1.0067755997865636e-05
dope,doesnt,1,1.0067755997865636e-05
dope,thats,1,1.0067755997865636e-05
dorléans,side,1,1.0067755997865636e-05
dorsay,</s>,1,1.0067755997865636e-05
dorsay,in,1,1.0067755997865636e-05
dorsay,with,1,1.0067755997865636e-05
double,line,1,1.0067755997865636e-05
double,out,1,1.0067755997865636e-05
double,tapered,1,1.0067755997865636e-05
doubled,for,1,1.0067755997865636e-05
doubt,</s>,1,1.0067755997865636e-05
doubt,brother,1,1.0067755997865636e-05
doubtless,one,1,1.0067755997865636e-05
dove,cleanly,1,1.0067755997865636e-05
dove,deep,1,1.0067755997865636e-05
dove,once,1,1.0067755997865636e-05
dove,swam,1,1.0067755997865636e-05
down,</s>,45,0.0004530490199039536
down,a,7,7.047429198505945e-05
down,about,1,1.0067755997865636e-05
down,across,1,1.0067755997865636e-05
down,again,1,1.0067755997865636e-05
down,against,1,1.0067755997865636e-05
down,and,22,0.00022149063195304398
down,anybody,1,1.0067755997865636e-05
down,at,10,0.00010067755997865635
down,awfully,1,1.0067755997865636e-05
down,backward,1,1.0067755997865636e-05
down,below,4,4.0271023991462545e-05
down,beside,1,1.0067755997865636e-05
down,blew,1,1.0067755997865636e-05
down,braddocks,1,1.0067755997865636e-05
down,brett,2,2.0135511995731273e-05
down,but,2,2.0135511995731273e-05
down,by,1,1.0067755997865636e-05
down,count,2,2.0135511995731273e-05
down,far,1,1.0067755997865636e-05
down,finally,1,1.0067755997865636e-05
down,from,5,5.0338779989328176e-05
down,glasses,1,1.0067755997865636e-05
down,grade,1,1.0067755997865636e-05
down,have,1,1.0067755997865636e-05
down,here,3,3.0203267993596907e-05
down,his,2,2.0135511995731273e-05
down,i,6,6.0406535987193814e-05
down,in,10,0.00010067755997865635
down,into,4,4.0271023991462545e-05
down,is,1,1.0067755997865636e-05
down,mike,2,2.0135511995731273e-05
down,money,1,1.0067755997865636e-05
down,my,1,1.0067755997865636e-05
down,now,1,1.0067755997865636e-05
down,on,14,0.0001409485839701189
down,one,1,1.0067755997865636e-05
down,onto,1,1.0067755997865636e-05
down,opened,1,1.0067755997865636e-05
down,our,1,1.0067755997865636e-05
down,out,1,1.0067755997865636e-05
down,over,3,3.0203267993596907e-05
down,past,2,2.0135511995731273e-05
down,piccadilly,1,1.0067755997865636e-05
down,said,1,1.0067755997865636e-05
down,soon,1,1.0067755997865636e-05
down,spread,1,1.0067755997865636e-05
down,stairs,22,0.00022149063195304398
down,surrounded,1,1.0067755997865636e-05
down,the,54,0.0005436588238847443
down,to,24,0.00024162614394877526
down,together,1,1.0067755997865636e-05
down,too,2,2.0135511995731273e-05
down,toward,3,3.0203267993596907e-05
down,turning,1,1.0067755997865636e-05
down,under,1,1.0067755997865636e-05
down,up,1,1.0067755997865636e-05
down,were,1,1.0067755997865636e-05
down,when,1,1.0067755997865636e-05
down,while,1,1.0067755997865636e-05
down,with,5,5.0338779989328176e-05
downstairs,as,1,1.0067755997865636e-05
downward,on,1,1.0067755997865636e-05
dozen,apiece,1,1.0067755997865636e-05
dozen,bottles,2,2.0135511995731273e-05
dozen,correspondents,1,1.0067755997865636e-05
dozen,different,1,1.0067755997865636e-05
dozen,flies,1,1.0067755997865636e-05
dozen,quick,1,1.0067755997865636e-05
drag,with,1,1.0067755997865636e-05
dragged,him,1,1.0067755997865636e-05
dragged,it,1,1.0067755997865636e-05
drank,</s>,1,1.0067755997865636e-05
drank,a,5,5.0338779989328176e-05
drank,from,1,1.0067755997865636e-05
drank,it,4,4.0271023991462545e-05
drank,much,1,1.0067755997865636e-05
drank,my,1,1.0067755997865636e-05
drank,off,1,1.0067755997865636e-05
drank,rioja,1,1.0067755997865636e-05
drank,several,1,1.0067755997865636e-05
drank,the,4,4.0271023991462545e-05
drank,three,2,2.0135511995731273e-05
draw,</s>,1,1.0067755997865636e-05
draw,said,1,1.0067755997865636e-05
drawer,of,2,2.0135511995731273e-05
drawing,the,1,1.0067755997865636e-05
drawn,face,1,1.0067755997865636e-05
drawn,since,1,1.0067755997865636e-05
drawn,up,1,1.0067755997865636e-05
dreadful,hat,1,1.0067755997865636e-05
dreadful,moment,1,1.0067755997865636e-05
dreadful,scenes,1,1.0067755997865636e-05
dream,</s>,2,2.0135511995731273e-05
dream,bill,2,2.0135511995731273e-05
dreamers,</s>,1,1.0067755997865636e-05
dreamt,</s>,1,1.0067755997865636e-05
dred,scott,1,1.0067755997865636e-05
dress,</s>,3,3.0203267993596907e-05
dress,him,1,1.0067755997865636e-05
dressed,and,5,5.0338779989328176e-05
dressed,for,1,1.0067755997865636e-05
dressed,i,1,1.0067755997865636e-05
dressed,people,1,1.0067755997865636e-05
dressed,put,1,1.0067755997865636e-05
dressed,slowly,1,1.0067755997865636e-05
dressing,gown,1,1.0067755997865636e-05
dressing,room,1,1.0067755997865636e-05
drew,the,3,3.0203267993596907e-05
dried,blood,1,1.0067755997865636e-05
dried,the,1,1.0067755997865636e-05
dried,you,1,1.0067755997865636e-05
drink,</s>,38,0.00038257472791889416
drink,a,2,2.0135511995731273e-05
drink,all,1,1.0067755997865636e-05
drink,and,7,7.047429198505945e-05
drink,another,1,1.0067755997865636e-05
drink,bill,1,1.0067755997865636e-05
drink,champagne,1,1.0067755997865636e-05
drink,from,1,1.0067755997865636e-05
drink,he,1,1.0067755997865636e-05
drink,here,1,1.0067755997865636e-05
drink,in,2,2.0135511995731273e-05
drink,it,4,4.0271023991462545e-05
drink,mike,3,3.0203267993596907e-05
drink,of,3,3.0203267993596907e-05
drink,out,3,3.0203267993596907e-05
drink,pernod,1,1.0067755997865636e-05
drink,plenty,1,1.0067755997865636e-05
drink,selling,1,1.0067755997865636e-05
drink,that,2,2.0135511995731273e-05
drink,then,2,2.0135511995731273e-05
drink,these,1,1.0067755997865636e-05
drink,tipping,1,1.0067755997865636e-05
drink,to,2,2.0135511995731273e-05
drink,up,2,2.0135511995731273e-05
drink,very,1,1.0067755997865636e-05
drink,wine,1,1.0067755997865636e-05
drink,with,1,1.0067755997865636e-05
drink,your,1,1.0067755997865636e-05
drink,yourself,1,1.0067755997865636e-05
drinkand,started,1,1.0067755997865636e-05
drinker,waggled,1,1.0067755997865636e-05
drinking,</s>,3,3.0203267993596907e-05
drinking,a,1,1.0067755997865636e-05
drinking,all,1,1.0067755997865636e-05
drinking,alone,1,1.0067755997865636e-05
drinking,and,2,2.0135511995731273e-05
drinking,beer,1,1.0067755997865636e-05
drinking,getting,1,1.0067755997865636e-05
drinking,it,1,1.0067755997865636e-05
drinking,kept,1,1.0067755997865636e-05
drinking,my,2,2.0135511995731273e-05
drinking,red,1,1.0067755997865636e-05
drinking,slowly,1,1.0067755997865636e-05
drinking,societies,1,1.0067755997865636e-05
drinking,society,1,1.0067755997865636e-05
drinking,wine,1,1.0067755997865636e-05
drinks,</s>,5,5.0338779989328176e-05
drinks,came,1,1.0067755997865636e-05
drinks,mine,1,1.0067755997865636e-05
drip,</s>,1,1.0067755997865636e-05
dripping,glass,1,1.0067755997865636e-05
dripping,on,1,1.0067755997865636e-05
drive,</s>,1,1.0067755997865636e-05
drive,about,1,1.0067755997865636e-05
drive,and,1,1.0067755997865636e-05
drive,around,1,1.0067755997865636e-05
drive,down,1,1.0067755997865636e-05
drive,me,3,3.0203267993596907e-05
drive,us,1,1.0067755997865636e-05
driven,under,1,1.0067755997865636e-05
driver,</s>,2,2.0135511995731273e-05
driver,and,2,2.0135511995731273e-05
driver,backed,1,1.0067755997865636e-05
driver,came,1,1.0067755997865636e-05
driver,carried,1,1.0067755997865636e-05
driver,had,1,1.0067755997865636e-05
driver,handed,1,1.0067755997865636e-05
driver,helped,1,1.0067755997865636e-05
driver,in,1,1.0067755997865636e-05
driver,leaned,1,1.0067755997865636e-05
driver,looked,1,1.0067755997865636e-05
driver,pulled,1,1.0067755997865636e-05
driver,put,1,1.0067755997865636e-05
driver,started,1,1.0067755997865636e-05
driver,stayed,1,1.0067755997865636e-05
driver,the,1,1.0067755997865636e-05
driver,to,4,4.0271023991462545e-05
driver,took,1,1.0067755997865636e-05
driver,where,1,1.0067755997865636e-05
drivers,the,1,1.0067755997865636e-05
drives,with,1,1.0067755997865636e-05
driving,logs,1,1.0067755997865636e-05
driving,the,1,1.0067755997865636e-05
driving,up,1,1.0067755997865636e-05
drizzle,the,1,1.0067755997865636e-05
drop,and,1,1.0067755997865636e-05
drop,though,1,1.0067755997865636e-05
dropped,down,1,1.0067755997865636e-05
dropped,her,1,1.0067755997865636e-05
dropped,him,1,1.0067755997865636e-05
dropped,his,1,1.0067755997865636e-05
dropped,in,1,1.0067755997865636e-05
dropped,into,1,1.0067755997865636e-05
dropped,the,1,1.0067755997865636e-05
dropped,them,1,1.0067755997865636e-05
drops,ran,1,1.0067755997865636e-05
drops,you,1,1.0067755997865636e-05
drove,a,1,1.0067755997865636e-05
drove,down,1,1.0067755997865636e-05
drove,every,1,1.0067755997865636e-05
drove,in,1,1.0067755997865636e-05
drove,into,1,1.0067755997865636e-05
drove,me,1,1.0067755997865636e-05
drove,off,1,1.0067755997865636e-05
drove,out,1,1.0067755997865636e-05
drove,over,2,2.0135511995731273e-05
drove,straight,1,1.0067755997865636e-05
drove,the,2,2.0135511995731273e-05
drove,through,1,1.0067755997865636e-05
drummer,</s>,1,1.0067755997865636e-05
drummer,chanted,1,1.0067755997865636e-05
drummer,sang,1,1.0067755997865636e-05
drummer,shouted,2,2.0135511995731273e-05
drummer,waved,1,1.0067755997865636e-05
drummers,</s>,1,1.0067755997865636e-05
drums,coming,1,1.0067755997865636e-05
drums,kept,1,1.0067755997865636e-05
drums,marched,1,1.0067755997865636e-05
drums,pounded,1,1.0067755997865636e-05
drums,pounding,1,1.0067755997865636e-05
drums,sounding,1,1.0067755997865636e-05
drums,tapped,1,1.0067755997865636e-05
drumstick,at,1,1.0067755997865636e-05
drumstick,from,1,1.0067755997865636e-05
drumstick,how,1,1.0067755997865636e-05
drumstick,in,1,1.0067755997865636e-05
drunk,</s>,24,0.00024162614394877526
drunk,a,1,1.0067755997865636e-05
drunk,all,1,1.0067755997865636e-05
drunk,and,3,3.0203267993596907e-05
drunk,as,2,2.0135511995731273e-05
drunk,brett,1,1.0067755997865636e-05
drunk,but,1,1.0067755997865636e-05
drunk,from,1,1.0067755997865636e-05
drunk,i,4,4.0271023991462545e-05
drunk,in,1,1.0067755997865636e-05
drunk,jake,1,1.0067755997865636e-05
drunk,mike,2,2.0135511995731273e-05
drunk,much,1,1.0067755997865636e-05
drunk,my,1,1.0067755997865636e-05
drunk,now,1,1.0067755997865636e-05
drunk,robert,1,1.0067755997865636e-05
drunk,she,1,1.0067755997865636e-05
drunk,slipped,1,1.0067755997865636e-05
drunk,started,1,1.0067755997865636e-05
drunk,too,1,1.0067755997865636e-05
drunkard,is,1,1.0067755997865636e-05
drunken,comrade,1,1.0067755997865636e-05
drunken,heroics,1,1.0067755997865636e-05
drunken,one,1,1.0067755997865636e-05
drunken,talking,1,1.0067755997865636e-05
drunker,than,1,1.0067755997865636e-05
drunks,</s>,2,2.0135511995731273e-05
drunks,they,1,1.0067755997865636e-05
dry,</s>,4,4.0271023991462545e-05
dry,and,1,1.0067755997865636e-05
dry,hollow,1,1.0067755997865636e-05
dry,in,2,2.0135511995731273e-05
dry,then,1,1.0067755997865636e-05
drygoods,store,1,1.0067755997865636e-05
drying,his,1,1.0067755997865636e-05
du,cardinal,1,1.0067755997865636e-05
du,faubourg,1,1.0067755997865636e-05
du,mont,1,1.0067755997865636e-05
du,pays,1,1.0067755997865636e-05
du,port,1,1.0067755997865636e-05
du,pot,1,1.0067755997865636e-05
duck,sideways,1,1.0067755997865636e-05
ducked,</s>,1,1.0067755997865636e-05
ducked,down,1,1.0067755997865636e-05
ducks,</s>,1,1.0067755997865636e-05
due,in,1,1.0067755997865636e-05
dug,carefully,1,1.0067755997865636e-05
dug,holes,1,1.0067755997865636e-05
duke,</s>,1,1.0067755997865636e-05
duke,and,1,1.0067755997865636e-05
duke,too,1,1.0067755997865636e-05
dull,</s>,1,1.0067755997865636e-05
dull,and,1,1.0067755997865636e-05
dull,dinner,1,1.0067755997865636e-05
dull,it,1,1.0067755997865636e-05
dull,riding,1,1.0067755997865636e-05
dull,talk,1,1.0067755997865636e-05
dull,until,1,1.0067755997865636e-05
dully,</s>,1,1.0067755997865636e-05
dully,then,1,1.0067755997865636e-05
dumb,he,1,1.0067755997865636e-05
dun,report,1,1.0067755997865636e-05
during,a,1,1.0067755997865636e-05
during,romeros,1,1.0067755997865636e-05
during,the,7,7.047429198505945e-05
during,these,1,1.0067755997865636e-05
during,this,2,2.0135511995731273e-05
during,two,1,1.0067755997865636e-05
duros,apiece,1,1.0067755997865636e-05
dusky,and,1,1.0067755997865636e-05
dust,</s>,5,5.0338779989328176e-05
dust,had,1,1.0067755997865636e-05
dust,powdering,1,1.0067755997865636e-05
dust,rising,1,1.0067755997865636e-05
dust,rose,1,1.0067755997865636e-05
dust,was,1,1.0067755997865636e-05
duster,with,1,1.0067755997865636e-05
dustily,with,1,1.0067755997865636e-05
dusty,and,1,1.0067755997865636e-05
dusty,road,1,1.0067755997865636e-05
duzinell,neither,1,1.0067755997865636e-05
dwarfs,moving,1,1.0067755997865636e-05
dwarfs,were,1,1.0067755997865636e-05
dying,to,1,1.0067755997865636e-05
dysentery,</s>,1,1.0067755997865636e-05
dœuvre,</s>,1,1.0067755997865636e-05
dœuvres,</s>,3,3.0203267993596907e-05
dœuvres,an,1,1.0067755997865636e-05
dœuvres,and,1,1.0067755997865636e-05
e,</s>,1,1.0067755997865636e-05
each,an,1,1.0067755997865636e-05
each,bull,1,1.0067755997865636e-05
each,cage,1,1.0067755997865636e-05
each,charge,1,1.0067755997865636e-05
each,cheek,1,1.0067755997865636e-05
each,corral,1,1.0067755997865636e-05
each,day,1,1.0067755997865636e-05
each,drank,1,1.0067755997865636e-05
each,felt,1,1.0067755997865636e-05
each,girl,1,1.0067755997865636e-05
each,had,3,3.0203267993596907e-05
each,new,1,1.0067755997865636e-05
each,one,2,2.0135511995731273e-05
each,ordered,1,1.0067755997865636e-05
each,other,11,0.00011074531597652199
each,others,1,1.0067755997865636e-05
each,pass,1,1.0067755997865636e-05
each,shout,1,1.0067755997865636e-05
each,side,3,3.0203267993596907e-05
each,thing,1,1.0067755997865636e-05
each,timber,1,1.0067755997865636e-05
each,time,6,6.0406535987193814e-05
each,travelling,1,1.0067755997865636e-05
each,year,2,2.0135511995731273e-05
eager,</s>,1,1.0067755997865636e-05
eager,deserving,1,1.0067755997865636e-05
ear,</s>,1,1.0067755997865636e-05
ear,and,1,1.0067755997865636e-05
ear,from,2,2.0135511995731273e-05
ear,in,1,1.0067755997865636e-05
ear,to,1,1.0067755997865636e-05
ear,was,1,1.0067755997865636e-05
earlier,</s>,1,1.0067755997865636e-05
earlier,braddocks,1,1.0067755997865636e-05
earlier,if,1,1.0067755997865636e-05
early,</s>,5,5.0338779989328176e-05
early,in,5,5.0338779989328176e-05
early,morning,9,9.060980398079073e-05
ears,</s>,1,1.0067755997865636e-05
earth,</s>,2,2.0135511995731273e-05
earth,and,1,1.0067755997865636e-05
earth,is,1,1.0067755997865636e-05
earth,she,1,1.0067755997865636e-05
earthenware,jug,1,1.0067755997865636e-05
easily,and,1,1.0067755997865636e-05
east,africa,1,1.0067755997865636e-05
easy,</s>,2,2.0135511995731273e-05
easy,chair,1,1.0067755997865636e-05
easy,social,1,1.0067755997865636e-05
easy,to,2,2.0135511995731273e-05
eat,</s>,18,0.00018121960796158146
eat,a,1,1.0067755997865636e-05
eat,an,1,1.0067755997865636e-05
eat,any,1,1.0067755997865636e-05
eat,brett,1,1.0067755997865636e-05
eat,dont,1,1.0067755997865636e-05
eat,down,1,1.0067755997865636e-05
eat,father,1,1.0067755997865636e-05
eat,for,1,1.0067755997865636e-05
eat,he,1,1.0067755997865636e-05
eat,in,3,3.0203267993596907e-05
eat,inside,1,1.0067755997865636e-05
eat,much,1,1.0067755997865636e-05
eat,on,1,1.0067755997865636e-05
eat,or,1,1.0067755997865636e-05
eat,said,1,1.0067755997865636e-05
eat,some,1,1.0067755997865636e-05
eat,that,1,1.0067755997865636e-05
eat,those,2,2.0135511995731273e-05
eat,up,1,1.0067755997865636e-05
eat,with,3,3.0203267993596907e-05
eaten,</s>,1,1.0067755997865636e-05
eaten,at,1,1.0067755997865636e-05
eaten,breakfast,1,1.0067755997865636e-05
eaten,for,1,1.0067755997865636e-05
eating,</s>,1,1.0067755997865636e-05
eating,dinner,1,1.0067755997865636e-05
eating,from,1,1.0067755997865636e-05
eating,fruit,1,1.0067755997865636e-05
eating,here,1,1.0067755997865636e-05
eating,in,1,1.0067755997865636e-05
eating,shrimps,1,1.0067755997865636e-05
eating,their,1,1.0067755997865636e-05
eating,with,2,2.0135511995731273e-05
eats,very,1,1.0067755997865636e-05
eavesdropper,</s>,1,1.0067755997865636e-05
eccentric,perhaps,1,1.0067755997865636e-05
economic,interest,1,1.0067755997865636e-05
ed,a,1,1.0067755997865636e-05
edge,of,17,0.0001711518519637158
edges,</s>,1,1.0067755997865636e-05
editing,</s>,1,1.0067755997865636e-05
editor,</s>,1,1.0067755997865636e-05
editor,and,1,1.0067755997865636e-05
editorial,page,1,1.0067755997865636e-05
edna,</s>,6,6.0406535987193814e-05
edna,asked,2,2.0135511995731273e-05
edna,bill,1,1.0067755997865636e-05
edna,he,1,1.0067755997865636e-05
edna,looked,1,1.0067755997865636e-05
edna,said,10,0.00010067755997865635
edna,started,1,1.0067755997865636e-05
edna,to,1,1.0067755997865636e-05
edna,was,1,1.0067755997865636e-05
ednas,friends,1,1.0067755997865636e-05
educated,and,1,1.0067755997865636e-05
effort,of,1,1.0067755997865636e-05
effort,to,1,1.0067755997865636e-05
egg,</s>,2,2.0135511995731273e-05
egg,course,1,1.0067755997865636e-05
egg,he,1,1.0067755997865636e-05
egg,said,1,1.0067755997865636e-05
eggs,</s>,2,2.0135511995731273e-05
eggs,and,2,2.0135511995731273e-05
eggs,here,2,2.0135511995731273e-05
eh,</s>,3,3.0203267993596907e-05
eight,montoya,1,1.0067755997865636e-05
eight,people,1,1.0067755997865636e-05
eight,pesetas,2,2.0135511995731273e-05
eight,tunnels,1,1.0067755997865636e-05
eight,years,1,1.0067755997865636e-05
eighteen,eleven,1,1.0067755997865636e-05
either,</s>,2,2.0135511995731273e-05
either,and,1,1.0067755997865636e-05
either,bill,1,1.0067755997865636e-05
either,except,1,1.0067755997865636e-05
either,he,1,1.0067755997865636e-05
either,you,1,1.0067755997865636e-05
elation,that,1,1.0067755997865636e-05
elbows,raised,1,1.0067755997865636e-05
electric,light,5,5.0338779989328176e-05
electric,signs,1,1.0067755997865636e-05
element,that,1,1.0067755997865636e-05
elevator,</s>,2,2.0135511995731273e-05
elevator,work,1,1.0067755997865636e-05
eleven,and,1,1.0067755997865636e-05
eleven,oclock,2,2.0135511995731273e-05
eleven,sir,1,1.0067755997865636e-05
eleventh,time,1,1.0067755997865636e-05
elks,tooth,1,1.0067755997865636e-05
elm,trees,1,1.0067755997865636e-05
else,</s>,7,7.047429198505945e-05
else,as,1,1.0067755997865636e-05
else,did,1,1.0067755997865636e-05
else,i,1,1.0067755997865636e-05
else,sir,1,1.0067755997865636e-05
else,than,1,1.0067755997865636e-05
else,to,2,2.0135511995731273e-05
else,until,1,1.0067755997865636e-05
else,very,1,1.0067755997865636e-05
else,would,1,1.0067755997865636e-05
elses,eyes,1,1.0067755997865636e-05
elses,shoulders,1,1.0067755997865636e-05
em,alone,1,1.0067755997865636e-05
em,for,1,1.0067755997865636e-05
em,or,1,1.0067755997865636e-05
embarrassed,</s>,5,5.0338779989328176e-05
embarrassed,putting,1,1.0067755997865636e-05
embarrassed,smile,1,1.0067755997865636e-05
embarrassed,way,1,1.0067755997865636e-05
embarrassedly,</s>,1,1.0067755997865636e-05
emotion,because,1,1.0067755997865636e-05
emotion,hell,1,1.0067755997865636e-05
emotion,left,1,1.0067755997865636e-05
emotional,feeling,2,2.0135511995731273e-05
emotions,up,1,1.0067755997865636e-05
