line_num,line_str,n,chap_num
1791,believe he thought about his clothes much. Externally he had been formed,72,6
1792,at Princeton. Internally he had been moulded by the two women who had,69,6
1793,"trained him. He had a nice, boyish sort of cheerfulness that had never",70,6
1794,"been trained out of him, and I probably have not brought it out. He",67,6
1795,"loved to win at tennis. He probably loved to win as much as Lenglen, for",72,6
1796,"instance. On the other hand, he was not angry at being beaten. When he",70,6
1797,fell in love with Brett his tennis game went all to pieces. People beat,71,6
1798,him who had never had a chance with him. He was very nice about it.,67,6
1799,,0,6
1800,"Anyhow, we were sitting on the terrace of the Café Select, and Harvey",69,6
1801,Stone had just crossed the street.,34,6
1802,,0,6
1803,"“Come on up to the Lilas,” I said.",34,6
1804,,0,6
1805,“I have a date.”,16,6
1806,,0,6
1807,“What time?”,12,6
1808,,0,6
1809,“Frances is coming here at seven-fifteen.”,42,6
1810,,0,6
1811,“There she is.”,15,6
1812,,0,6
1813,Frances Clyne was coming toward us from across the street. She was a,68,6
1814,very tall girl who walked with a great deal of movement. She waved and,70,6
1815,smiled. We watched her cross the street.,40,6
1816,,0,6
1817,"“Hello,” she said, “I’m so glad you’re here, Jake. I’ve been wanting to",71,6
1818,talk to you.”,13,6
1819,,0,6
1820,"“Hello, Frances,” said Cohn. He smiled.",39,6
1821,,0,6
1822,"“Why, hello, Robert. Are you here?” She went on, talking rapidly. “I’ve",71,6
1823,had the darndest time. This one”—shaking her head at Cohn—“didn’t come,70,6
1824,home for lunch.”,16,6
1825,,0,6
1826,“I wasn’t supposed to.”,23,6
1827,,0,6
1828,"“Oh, I know. But you didn’t say anything about it to the cook. Then I",69,6
1829,"had a date myself, and Paula wasn’t at her office. I went to the Ritz",69,6
1830,"and waited for her, and she never came, and of course I didn’t have",67,6
1831,enough money to lunch at the Ritz——”,36,6
1832,,0,6
1833,“What did you do?”,18,6
1834,,0,6
1835,"“Oh, went out, of course.” She spoke in a sort of imitation joyful",66,6
1836,"manner. “I always keep my appointments. No one keeps theirs, nowadays. I",72,6
1837,"ought to know better. How are you, Jake, anyway?”",49,6
1838,,0,6
1839,“Fine.”,7,6
1840,,0,6
1841,"“That was a fine girl you had at the dance, and then went off with that",71,6
1842,Brett one.”,11,6
1843,,0,6
1844,“Don’t you like her?” Cohn asked.,33,6
1845,,0,6
1846,“I think she’s perfectly charming. Don’t you?”,46,6
1847,,0,6
1848,Cohn said nothing.,18,6
1849,,0,6
1850,"“Look, Jake. I want to talk with you. Would you come over with me to the",72,6
1851,"Dome? You’ll stay here, won’t you, Robert? Come on, Jake.”",58,6
1852,,0,6
1853,We crossed the Boulevard Montparnasse and sat down at a table. A boy,68,6
1854,"came up with the _Paris Times_, and I bought one and opened it.",63,6
1855,,0,6
1856,"“What’s the matter, Frances?”",29,6
1857,,0,6
1858,"“Oh, nothing,” she said, “except that he wants to leave me.”",60,6
1859,,0,6
1860,“How do you mean?”,18,6
1861,,0,6
1862,"“Oh, he told every one that we were going to be married, and I told my",70,6
1863,"mother and every one, and now he doesn’t want to do it.”",56,6
1864,,0,6
1865,“What’s the matter?”,20,6
1866,,0,6
1867,“He’s decided he hasn’t lived enough. I knew it would happen when he,68,6
1868,went to New York.”,18,6
1869,,0,6
1870,"She looked up, very bright-eyed and trying to talk inconsequentially.",69,6
1871,,0,6
1872,“I wouldn’t marry him if he doesn’t want to. Of course I wouldn’t. I,68,6
1873,wouldn’t marry him now for anything. But it does seem to me to be a,67,6
1874,"little late now, after we’ve waited three years, and I’ve just gotten my",72,6
1875,divorce.”,9,6
1876,,0,6
1877,I said nothing.,15,6
1878,,0,6
1879,"“We were going to celebrate so, and instead we’ve just had scenes. It’s",71,6
1880,"so childish. We have dreadful scenes, and he cries and begs me to be",68,6
1881,"reasonable, but he says he just can’t do it.”",45,6
1882,,0,6
1883,“It’s rotten luck.”,19,6
1884,,0,6
1885,“I should say it is rotten luck. I’ve wasted two years and a half on him,72,6
1886,now. And I don’t know now if any man will ever want to marry me. Two,68,6
1887,"years ago I could have married anybody I wanted, down at Cannes. All the",72,6
1888,old ones that wanted to marry somebody chic and settle down were crazy,70,6
1889,about me. Now I don’t think I could get anybody.”,49,6
1890,,0,6
1891,"“Sure, you could marry anybody.”",32,6
1892,,0,6
1893,"“No, I don’t believe it. And I’m fond of him, too. And I’d like to have",71,6
1894,children. I always thought we’d have children.”,47,6
1895,,0,6
1896,"She looked at me very brightly. “I never liked children much, but I",67,6
1897,don’t want to think I’ll never have them. I always thought I’d have them,72,6
1898,and then like them.”,20,6
1899,,0,6
1900,“He’s got children.”,20,6
1901,,0,6
1902,"“Oh, yes. He’s got children, and he’s got money, and he’s got a rich",68,6
1903,"mother, and he’s written a book, and nobody will publish my stuff;",66,6
1904,"nobody at all. It isn’t bad, either. And I haven’t got any money at all.",72,6
1905,"I could have had alimony, but I got the divorce the quickest way.”",66,6
1906,,0,6
1907,She looked at me again very brightly.,37,6
1908,,0,6
1909,"“It isn’t right. It’s my own fault and it’s not, too. I ought to have",69,6
1910,known better. And when I tell him he just cries and says he can’t marry.,72,6
1911,Why can’t he marry? I’d be a good wife. I’m easy to get along with. I,69,6
1912,leave him alone. It doesn’t do any good.”,41,6
1913,,0,6
1914,“It’s a rotten shame.”,22,6
1915,,0,6
1916,"“Yes, it is a rotten shame. But there’s no use talking about it, is",67,6
1917,"there? Come on, let’s go back to the café.”",43,6
1918,,0,6
1919,“And of course there isn’t anything I can do.”,46,6
1920,,0,6
1921,“No. Just don’t let him know I talked to you. I know what he wants.” Now,72,6
1922,"for the first time she dropped her bright, terribly cheerful manner. “He",72,6
1923,"wants to go back to New York alone, and be there when his book comes out",72,6
1924,so when a lot of little chickens like it. That’s what he wants.”,64,6
1925,,0,6
1926,“Maybe they won’t like it. I don’t think he’s that way. Really.”,64,6
1927,,0,6
1928,"“You don’t know him like I do, Jake. That’s what he wants to do. I know",71,6
1929,it. I know it. That’s why he doesn’t want to marry. He wants to have a,70,6
1930,big triumph this fall all by himself.”,38,6
1931,,0,6
1932,“Want to go back to the café?”,30,6
1933,,0,6
1934,“Yes. Come on.”,15,6
1935,,0,6
1936,We got up from the table—they had never brought us a drink—and started,70,6
1937,"across the street toward the Select, where Cohn sat smiling at us from",70,6
1938,behind the marble-topped table.,31,6
1939,,0,6
1940,"“Well, what are you smiling at?” Frances asked him. “Feel pretty happy?”",72,6
1941,,0,6
1942,“I was smiling at you and Jake with your secrets.”,50,6
1943,,0,6
1944,"“Oh, what I’ve told Jake isn’t any secret. Everybody will know it soon",70,6
1945,enough. I only wanted to give Jake a decent version.”,53,6
1946,,0,6
1947,“What was it? About your going to England?”,43,6
1948,,0,6
1949,"“Yes, about my going to England. Oh, Jake! I forgot to tell you. I’m",68,6
1950,going to England.”,18,6
1951,,0,6
1952,“Isn’t that fine!”,18,6
1953,,0,6
1954,"“Yes, that’s the way it’s done in the very best families. Robert’s",66,6
1955,sending me. He’s going to give me two hundred pounds and then I’m going,71,6
1956,"to visit friends. Won’t it be lovely? The friends don’t know about it,",70,6
1957,yet.”,5,6
1958,,0,6
1959,She turned to Cohn and smiled at him. He was not smiling now.,61,6
1960,,0,6
1961,"“You were only going to give me a hundred pounds, weren’t you, Robert?",70,6
1962,But I made him give me two hundred. He’s really very generous. Aren’t,69,6
1963,"you, Robert?”",13,6
1964,,0,6
1965,I do not know how people could say such terrible things to Robert Cohn.,71,6
1966,There are people to whom you could not say insulting things. They give,70,6
1967,"you a feeling that the world would be destroyed, would actually be",66,6
1968,"destroyed before your eyes, if you said certain things. But here was",68,6
1969,"Cohn taking it all. Here it was, all going on right before me, and I did",72,6
1970,not even feel an impulse to try and stop it. And this was friendly,66,6
1971,joking to what went on later.,29,6
1972,,0,6
1973,"“How can you say such things, Frances?” Cohn interrupted.",57,6
1974,,0,6
1975,“Listen to him. I’m going to England. I’m going to visit friends. Ever,70,6
1976,"visit friends that didn’t want you? Oh, they’ll have to take me, all",68,6
1977,"right. ‘How do you do, my dear? Such a long time since we’ve seen you.",70,6
1978,"And how is your dear mother?’ Yes, how is my dear mother? She put all",69,6
1979,"her money into French war bonds. Yes, she did. Probably the only person",71,6
1980,in the world that did. ‘And what about Robert?’ or else very careful,68,6
1981,"talking around Robert. ‘You must be most careful not to mention him, my",71,6
1982,dear. Poor Frances has had a most unfortunate experience.’ Won’t it be,70,6
1983,"fun, Robert? Don’t you think it will be fun, Jake?”",51,6
1984,,0,6
1985,She turned to me with that terribly bright smile. It was very,61,6
1986,satisfactory to her to have an audience for this.,49,6
1987,,0,6
1988,"“And where are you going to be, Robert? It’s my own fault, all right.",69,6
1989,Perfectly my own fault. When I made you get rid of your little secretary,72,6
1990,on the magazine I ought to have known you’d get rid of me the same way.,71,6
1991,Jake doesn’t know about that. Should I tell him?”,49,6
1992,,0,6
1993,"“Shut up, Frances, for God’s sake.”",35,6
1994,,0,6
1995,"“Yes, I’ll tell him. Robert had a little secretary on the magazine. Just",72,6
1996,"the sweetest little thing in the world, and he thought she was",62,6
1997,"wonderful, and then I came along and he thought I was pretty wonderful,",71,6
1998,"too. So I made him get rid of her, and he had brought her to",60,6
1999,"Provincetown from Carmel when he moved the magazine, and he didn’t even",71,6
2000,pay her fare back to the coast. All to please me. He thought I was,66,6
2001,"pretty fine, then. Didn’t you, Robert?",38,6
2002,,0,6
2003,"“You mustn’t misunderstand, Jake, it was absolutely platonic with the",69,6
2004,"secretary. Not even platonic. Nothing at all, really. It was just that",70,6
2005,"she was so nice. And he did that just to please me. Well, I suppose that",72,6
2006,we that live by the sword shall perish by the sword. Isn’t that,63,6
2007,"literary, though? You want to remember that for your next book, Robert.",71,6
2008,,0,6
2009,"“You know Robert is going to get material for a new book. Aren’t you,",69,6
2010,Robert? That’s why he’s leaving me. He’s decided I don’t film well. You,71,6
2011,"see, he was so busy all the time that we were living together, writing",70,6
2012,"on this book, that he doesn’t remember anything about us. So now he’s",69,6
2013,"going out and get some new material. Well, I hope he gets something",67,6
2014,frightfully interesting.,24,6
2015,,0,6
2016,"“Listen, Robert, dear. Let me tell you something. You won’t mind, will",70,6
2017,you? Don’t have scenes with your young ladies. Try not to. Because you,70,6
2018,"can’t have scenes without crying, and then you pity yourself so much you",72,6
2019,can’t remember what the other person’s said. You’ll never be able to,68,6
2020,remember any conversations that way. Just try and be calm. I know it’s,70,6
2021,"awfully hard. But remember, it’s for literature. We all ought to make",69,6
2022,sacrifices for literature. Look at me. I’m going to England without a,69,6
2023,protest. All for literature. We must all help young writers. Don’t you,70,6
2024,"think so, Jake? But you’re not a young writer. Are you, Robert? You’re",70,6
2025,"thirty-four. Still, I suppose that is young for a great writer. Look at",71,6
2026,Hardy. Look at Anatole France. He just died a little while ago. Robert,70,6
2027,"doesn’t think he’s any good, though. Some of his French friends told",68,6
2028,him. He doesn’t read French very well himself. He wasn’t a good writer,70,6
2029,"like you are, was he, Robert? Do you think he ever had to go and look",69,6
2030,for material? What do you suppose he said to his mistresses when he,67,6
2031,"wouldn’t marry them? I wonder if he cried, too? Oh, I’ve just thought of",72,6
2032,something.” She put her gloved hand up to her lips. “I know the real,68,6
2033,"reason why Robert won’t marry me, Jake. It’s just come to me. They’ve",69,6
2034,sent it to me in a vision in the Café Select. Isn’t it mystic? Some day,71,6
2035,"they’ll put a tablet up. Like at Lourdes. Do you want to hear, Robert?",70,6
2036,I’ll tell you. It’s so simple. I wonder why I never thought about it.,69,6
2037,"Why, you see, Robert’s always wanted to have a mistress, and if he",66,6
2038,"doesn’t marry me, why, then he’s had one. She was his mistress for over",71,6
