chap_num,para_num,para_str
10,107,"Bill looked around, half-shaved, and then went on talking into the mirror while he lathered his face."
10,108,"“Didn’t you send him with a letter to me in New York last winter? Thank God, I’m a travelling man. Haven’t you got some more Jewish friends you could bring along?” He rubbed his chin with his thumb, looked at it, and then started scraping again."
10,109,“You’ve got some fine ones yourself.”
10,110,"“Oh, yes. I’ve got some darbs. But not alongside of this Robert Cohn. The funny thing is he’s nice, too. I like him. But he’s just so awful.”"
10,111,“He can be damn nice.”
10,112,“I know it. That’s the terrible part.”
10,113,I laughed.
10,114,"“Yes. Go on and laugh,” said Bill. “You weren’t out with him last night until two o’clock.”"
10,115,“Was he very bad?”
10,116,"“Awful. What’s all this about him and Brett, anyway? Did she ever have anything to do with him?”"
10,117,He raised his chin up and pulled it from side to side.
10,118,“Sure. She went down to San Sebastian with him.”
10,119,“What a damn-fool thing to do. Why did she do that?”
10,120,“She wanted to get out of town and she can’t go anywhere alone. She said she thought it would be good for him.”
10,121,"“What bloody-fool things people do. Why didn’t she go off with some of her own people? Or you?”—he slurred that over—“or me? Why not me?” He looked at his face carefully in the glass, put a big dab of lather on each cheek-bone. “It’s an honest face. It’s a face any woman would be safe with.”"
10,122,“She’d never seen it.”
10,123,“She should have. All women should see it. It’s a face that ought to be thrown on every screen in the country. Every woman ought to be given a copy of this face as she leaves the altar. Mothers should tell their daughters about this face. My son”—he pointed the razor at me—“go west with this face and grow up with the country.”
10,124,"He ducked down to the bowl, rinsed his face with cold water, put on some alcohol, and then looked at himself carefully in the glass, pulling down his long upper lip."
10,125,"“My God!” he said, “isn’t it an awful face?”"
10,126,He looked in the glass.
10,127,"“And as for this Robert Cohn,” Bill said, “he makes me sick, and he can go to hell, and I’m damn glad he’s staying here so we won’t have him fishing with us.”"
10,128,“You’re damn right.”
10,129,"“We’re going trout-fishing. We’re going trout-fishing in the Irati River, and we’re going to get tight now at lunch on the wine of the country, and then take a swell bus ride.”"
10,130,"“Come on. Let’s go over to the Iruña and start,” I said."
11,0,"It was baking hot in the square when we came out after lunch with our bags and the rod-case to go to Burguete. People were on top of the bus, and others were climbing up a ladder. Bill went up and Robert sat beside Bill to save a place for me, and I went back in the hotel to get a couple of bottles of wine to take with us. When I came out the bus was crowded. Men and women were sitting on all the baggage and boxes on top, and the women all had their fans going in the sun. It certainly was hot. Robert climbed down and I fitted into the place he had saved on the one wooden seat that ran across the top."
11,1,"Robert Cohn stood in the shade of the arcade waiting for us start. A Basque with a big leather wine-bag in his lap lay across the top of the bus in front of our seat, leaning back against our legs. He offered the wine-skin to Bill and to me, and when I tipped it up to drink he imitated the sound of a klaxon motor-horn so well and so suddenly that I spilled some of the wine, and everybody laughed. He apologized and made me take another drink. He made the klaxon again a little later, and it fooled me the second time. He was very good at it. The Basques liked it. The man next to Bill was talking to him in Spanish and Bill was not getting it, so he offered the man one of the bottles of wine. The man waved it away. He said it was too hot and he had drunk too much at lunch. When Bill offered the bottle the second time he took a long drink, and then the bottle went all over that part of the bus. Every one took a drink very politely, and then they made us cork it up and put it away. They all wanted us to drink from their leather wine-bottles. They were peasants going up into the hills."
11,2,"Finally, after a couple more false klaxons, the bus started, and Robert Cohn waved good-by to us, and all the Basques waved good-by to him. As soon as we started out on the road outside of town it was cool. It felt nice riding high up and close under the trees. The bus went quite fast and made a good breeze, and as we went out along the road with the dust powdering the trees and down the hill, we had a fine view, back through the trees, of the town rising up from the bluff above the river. The Basque lying against my knees pointed out the view with the neck of the wine-bottle, and winked at us. He nodded his head."
11,3,"“Pretty nice, eh?”"
11,4,"“These Basques are swell people,” Bill said."
11,5,"The Basque lying against my legs was tanned the color of saddle-leather. He wore a black smock like all the rest. There were wrinkles in his tanned neck. He turned around and offered his wine-bag to Bill. Bill handed him one of our bottles. The Basque wagged a forefinger at him and handed the bottle back, slapping in the cork with the palm of his hand. He shoved the wine-bag up."
11,6,“Arriba! Arriba!” he said. “Lift it up.”
11,7,"Bill raised the wine-skin and let the stream of wine spurt out and into his mouth, his head tipped back. When he stopped drinking and tipped the leather bottle down a few drops ran down his chin."
11,8,"“No! No!” several Basques said. “Not like that.” One snatched the bottle away from the owner, who was himself about to give a demonstration. He was a young fellow and he held the wine-bottle at full arms’ length and raised it high up, squeezing the leather bag with his hand so the stream of wine hissed into his mouth. He held the bag out there, the wine making a flat, hard trajectory into his mouth, and he kept on swallowing smoothly and regularly."
11,9,“Hey!” the owner of the bottle shouted. “Whose wine is that?”
11,10,"The drinker waggled his little finger at him and smiled at us with his eyes. Then he bit the stream off sharp, made a quick lift with the wine-bag and lowered it down to the owner. He winked at us. The owner shook the wine-skin sadly."
